trip_id,start_time,end_time,headway_secs
18U_18U_S_1_3,9:09:15,9:29:15,300
18U_18U_S_1_3,9:29:15,9:34:40,325
18U_18U_S_1_3,9:34:40,15:22:40,360
18U_18U_S_1_3,15:22:40,15:50:10,330
18U_18U_S_1_3,15:50:10,15:55:10,300
18U_18U_S_1_3,15:55:10,15:59:30,260
18U_18U_S_1_3,15:59:30,16:27:30,240
18U_18U_S_1_3,16:27:30,16:46:40,230
18U_18U_S_1_3,16:46:40,18:06:40,240
18U_18U_S_1_3,18:06:40,18:39:55,285
18U_18U_S_1_3,18:39:55,22:39:55,300
18U_18U_S_1_3,22:39:55,22:45:55,360
18U_18U_S_1_3,22:45:55,23:27:55,420
18U_18U_S_1_3,23:27:55,24:19:25,515
18U_18U_S_1_3,24:19:25,24:28:25,540
18U_18U_S_1_3,24:28:25,24:38:00,575
18U_18U_S_1_2,5:30:00,5:40:00,600
18U_18U_S_1_2,5:40:00,5:49:00,540
18U_18U_S_1_2,5:49:00,6:05:00,480
18U_18U_S_1_2,6:05:00,6:12:00,420
18U_18U_S_1_2,6:12:00,6:24:00,360
18U_18U_S_1_2,6:24:00,6:39:00,300
18U_18U_S_1_2,6:39:00,6:57:00,270
18U_18U_S_1_2,6:57:00,7:05:30,255
18U_18U_S_1_2,7:05:30,7:30:00,210
18U_18U_S_1_2,7:30:00,8:07:30,225
18U_18U_S_1_2,8:07:30,8:39:30,240
18U_18U_S_1_2,8:39:30,8:44:00,270
18U_18U_S_1_2,8:44:00,8:49:00,300
18U_18U_S_1_2,8:49:00,9:05:30,330
18U_18U_S_1_2,9:05:30,9:22:45,345
18U_18U_S_1_2,9:22:45,9:28:40,355
18U_18U_S_1_2,9:28:40,15:22:40,360
18U_18U_S_1_2,15:22:40,15:28:10,330
18U_18U_S_1_2,15:28:10,15:32:40,270
18U_18U_S_1_2,15:32:40,15:44:40,240
18U_18U_S_1_2,15:44:40,16:07:40,230
18U_18U_S_1_2,16:07:40,16:38:25,205
18U_18U_S_1_2,16:38:25,17:06:55,190
18U_18U_S_1_2,17:06:55,17:10:10,195
18U_18U_S_1_2,17:10:10,17:13:40,210
18U_18U_S_1_2,17:13:40,17:25:10,230
18U_18U_S_1_2,17:25:10,17:33:00,235
18U_18U_S_1_2,17:33:00,18:01:00,240
18U_18U_S_1_2,18:01:00,18:18:40,265
18U_18U_S_1_2,18:18:40,18:47:10,285
18U_18U_S_1_2,18:47:10,22:27:10,300
18U_18U_S_1_2,22:27:10,22:42:20,455
18U_18U_S_1_2,22:42:20,23:08:05,515
18U_18U_S_1_2,23:08:05,23:17:05,540
18U_18U_S_1_2,23:17:05,23:26:45,580
18U_18U_S_1_2,23:26:45,24:35:00,585
18U_18U_S_2_1,5:29:55,5:49:25,390
18U_18U_S_2_1,5:49:25,6:20:40,375
18U_18U_S_2_1,6:20:40,6:30:30,295
18U_18U_S_2_1,6:30:30,6:40:20,285
18U_18U_S_2_1,6:40:20,6:44:35,255
18U_18U_S_2_1,6:44:35,7:12:35,240
18U_18U_S_2_1,7:12:35,7:23:35,220
18U_18U_S_2_1,7:23:35,7:34:05,210
18U_18U_S_2_1,7:34:05,7:40:35,195
18U_18U_S_2_1,7:40:35,8:18:30,175
18U_18U_S_2_1,8:18:30,8:30:50,185
18U_18U_S_2_1,8:30:50,8:42:05,225
18U_18U_S_2_1,8:42:05,9:14:05,240
18U_18U_S_2_1,9:14:05,9:24:05,300
18U_18U_S_2_1,9:24:05,9:29:25,320
18U_18U_S_2_1,9:29:25,13:59:10,360
18U_18U_S_2_1,13:59:10,14:13:55,295
18U_18U_S_2_1,14:13:55,14:37:40,285
18U_18U_S_2_1,14:37:40,14:46:40,270
18U_18U_S_2_1,14:46:40,14:50:50,250
18U_18U_S_2_1,14:50:50,15:05:30,220
18U_18U_S_2_1,15:05:30,15:26:40,210
18U_18U_S_2_1,15:26:40,15:52:40,195
18U_18U_S_2_1,15:52:40,15:55:50,190
18U_18U_S_2_1,15:55:50,16:13:50,180
18U_18U_S_2_1,16:13:50,16:44:35,205
18U_18U_S_2_1,16:44:35,17:03:20,225
18U_18U_S_2_1,17:03:20,17:24:35,255
18U_18U_S_2_1,17:24:35,17:29:05,270
18U_18U_S_2_1,17:29:05,18:24:05,300
18U_18U_S_2_1,18:24:05,18:35:00,330
18U_18U_S_2_1,18:35:00,22:34:45,300
18U_18U_S_2_1,22:34:45,22:55:00,405
18U_18U_S_2_1,22:55:00,24:30:20,440
18U_18U_S_2_1,24:30:20,24:38:50,510
18U_18U_S_2_0,5:30:00,5:36:50,410
18U_18U_S_2_0,5:36:50,6:35:20,390
18U_18U_S_2_0,6:35:20,6:41:20,360
18U_18U_S_2_0,6:41:20,7:03:20,330
18U_18U_S_2_0,7:03:20,7:26:40,280
18U_18U_S_2_0,7:26:40,7:30:55,255
18U_18U_S_2_0,7:30:55,7:58:55,240
18U_18U_S_2_0,7:58:55,8:09:55,220
18U_18U_S_2_0,8:09:55,8:20:25,210
18U_18U_S_2_0,8:20:25,8:26:55,195
18U_18U_S_2_0,8:26:55,9:04:50,175
18U_18U_S_2_0,9:04:50,9:17:10,185
18U_18U_S_2_0,9:17:10,9:53:10,240
18U_18U_S_2_0,9:53:10,9:58:40,330
18U_18U_S_2_0,9:58:40,10:28:40,360
18U_18U_S_2_0,10:28:40,10:39:00,310
18U_18U_S_2_0,10:39:00,14:33:00,360
18U_18U_S_2_0,14:33:00,14:38:35,335
18U_18U_S_2_0,14:38:35,15:32:35,270
18U_18U_S_2_0,15:32:35,15:40:35,240
18U_18U_S_2_0,15:40:35,15:58:55,220
18U_18U_S_2_0,15:58:55,16:09:25,210
18U_18U_S_2_0,16:09:25,16:38:40,195
18U_18U_S_2_0,16:38:40,16:41:50,190
18U_18U_S_2_0,16:41:50,16:59:50,180
18U_18U_S_2_0,16:59:50,17:20:20,205
18U_18U_S_2_0,17:20:20,17:46:35,225
18U_18U_S_2_0,17:46:35,18:04:35,270
18U_18U_S_2_0,18:04:35,23:19:35,300
18U_18U_S_2_0,23:19:35,23:39:05,390
18U_18U_S_2_0,23:39:05,23:46:00,415
18U_18U_S_2_0,23:46:00,24:30:00,440
18U_18U_S_4_0,5:30:00,7:00:00,600
18U_18U_S_4_0,7:00:00,7:06:00,360
18U_18U_S_4_0,7:06:00,7:11:00,300
18U_18U_S_4_0,7:11:00,8:46:00,285
18U_18U_S_4_0,8:46:00,8:51:00,300
18U_18U_S_4_0,8:51:00,8:57:00,360
18U_18U_S_4_0,8:57:00,9:10:00,390
18U_18U_S_4_0,9:10:00,15:20:00,600
18U_18U_S_4_0,15:20:00,15:29:30,570
18U_18U_S_4_0,15:29:30,16:20:10,380
18U_18U_S_4_0,16:20:10,18:09:25,285
18U_18U_S_4_0,18:09:25,22:29:25,300
18U_18U_S_4_0,22:29:25,22:35:30,365
18U_18U_S_4_0,22:35:30,22:56:30,420
18U_18U_S_4_0,22:56:30,23:30:30,510
18U_18U_S_4_0,23:30:30,23:40:00,570
18U_18U_S_4_0,23:40:00,24:40:00,600
18U_18U_S_4_0,24:40:00,24:48:30,510
18U_18U_S_4_0,24:48:30,25:00:00,690
18U_18U_S_4_1,5:30:00,6:50:00,600
18U_18U_S_4_1,6:50:00,6:56:00,360
18U_18U_S_4_1,6:56:00,7:01:20,320
18U_18U_S_4_1,7:01:20,8:36:20,285
18U_18U_S_4_1,8:36:20,8:41:20,300
18U_18U_S_4_1,8:41:20,8:52:40,340
18U_18U_S_4_1,8:52:40,9:00:20,460
18U_18U_S_4_1,9:00:20,9:10:00,580
18U_18U_S_4_1,9:10:00,15:10:00,600
18U_18U_S_4_1,15:10:00,15:19:40,580
18U_18U_S_4_1,15:19:40,15:26:10,390
18U_18U_S_4_1,15:26:10,16:10:30,380
18U_18U_S_4_1,16:10:30,18:09:15,285
18U_18U_S_4_1,18:09:15,22:29:15,300
18U_18U_S_4_1,22:29:15,22:36:00,405
18U_18U_S_4_1,22:36:00,23:00:00,480
18U_18U_S_4_1,23:00:00,25:00:00,600
18U_18U_S_5_3,5:30:00,5:40:00,600
18U_18U_S_5_3,5:40:00,5:49:00,540
18U_18U_S_5_3,5:49:00,6:13:00,480
18U_18U_S_5_3,6:13:00,6:20:00,420
18U_18U_S_5_3,6:20:00,6:26:00,360
18U_18U_S_5_3,6:26:00,6:31:45,345
18U_18U_S_5_3,6:31:45,8:29:00,335
18U_18U_S_5_3,8:29:00,8:35:00,360
18U_18U_S_5_3,8:35:00,9:06:40,380
18U_18U_S_5_3,9:06:40,9:15:20,520
18U_18U_S_5_3,9:15:20,14:15:40,530
18U_18U_S_5_3,14:15:40,14:32:20,500
18U_18U_S_5_3,14:32:20,14:40:30,490
18U_18U_S_5_3,14:40:30,14:47:30,420
18U_18U_S_5_3,14:47:30,14:54:10,400
18U_18U_S_5_3,14:54:10,22:29:10,300
18U_18U_S_5_3,22:29:10,22:41:10,360
18U_18U_S_5_3,22:41:10,23:05:10,480
18U_18U_S_5_3,23:05:10,24:35:10,540
18U_18U_S_5_3,24:35:10,24:45:00,590
18U_18U_S_5_2,5:30:00,5:50:00,600
18U_18U_S_5_2,5:50:00,6:14:00,480
18U_18U_S_5_2,6:14:00,6:21:00,420
18U_18U_S_5_2,6:21:00,6:26:40,340
18U_18U_S_5_2,6:26:40,8:46:15,335
18U_18U_S_5_2,8:46:15,8:54:15,480
18U_18U_S_5_2,8:54:15,9:28:55,520
18U_18U_S_5_2,9:28:55,13:53:55,530
18U_18U_S_5_2,13:53:55,14:28:55,525
18U_18U_S_5_2,14:28:55,14:36:55,480
18U_18U_S_5_2,14:36:55,15:05:15,340
18U_18U_S_5_2,15:05:15,15:16:15,330
18U_18U_S_5_2,15:16:15,15:21:35,320
18U_18U_S_5_2,15:21:35,22:41:35,300
18U_18U_S_5_2,22:41:35,22:56:35,450
18U_18U_S_5_2,22:56:35,23:28:35,480
18U_18U_S_5_2,23:28:35,23:45:35,510
18U_18U_S_5_2,23:45:35,23:54:35,540
18U_18U_S_5_2,23:54:35,24:34:35,600
18U_18U_S_5_2,24:34:35,24:45:00,625
18U_18U_A_1_3,5:30:00,7:25:30,630
18U_18U_A_1_3,7:25:30,8:12:10,560
18U_18U_A_1_3,8:12:10,10:35:15,505
18U_18U_A_1_3,10:35:15,10:43:40,505
18U_18U_A_1_3,10:43:40,12:00:20,460
18U_18U_A_1_3,12:00:20,12:07:20,420
18U_18U_A_1_3,12:07:20,14:56:20,390
18U_18U_A_1_3,14:56:20,21:31:20,300
18U_18U_A_1_3,21:31:20,22:31:20,300
18U_18U_A_1_3,22:31:20,23:34:20,420
18U_18U_A_1_3,23:34:20,23:42:20,480
18U_18U_A_1_3,23:42:20,23:50:40,500
18U_18U_A_1_3,23:50:40,24:58:00,505
18U_18U_A_1_3,24:58:00,25:08:00,600
18U_18U_A_1_2,5:30:00,8:07:30,630
18U_18U_A_1_2,8:07:30,8:54:10,560
18U_18U_A_1_2,8:54:10,9:02:45,515
18U_18U_A_1_2,9:02:45,10:01:40,505
18U_18U_A_1_2,10:01:40,10:32:20,460
18U_18U_A_1_2,10:32:20,12:04:20,460
18U_18U_A_1_2,12:04:20,14:33:50,390
18U_18U_A_1_2,14:33:50,14:52:50,380
18U_18U_A_1_2,14:52:50,14:58:50,360
18U_18U_A_1_2,14:58:50,21:33:50,300
18U_18U_A_1_2,21:33:50,22:48:50,300
18U_18U_A_1_2,22:48:50,23:37:50,420
18U_18U_A_1_2,23:37:50,23:46:05,495
18U_18U_A_1_2,23:46:05,24:45:00,505
18U_18U_A_1_2,24:45:00,25:05:00,600
18U_18U_A_2_1,5:29:45,8:07:00,555
18U_18U_A_2_1,8:07:00,9:40:30,510
18U_18U_A_2_1,9:40:30,11:59:55,440
18U_18U_A_2_1,11:59:55,12:19:55,400
18U_18U_A_2_1,12:19:55,14:09:00,385
18U_18U_A_2_1,14:09:00,14:15:15,375
18U_18U_A_2_1,14:15:15,22:35:10,300
18U_18U_A_2_1,22:35:10,24:01:10,430
18U_18U_A_2_1,24:01:10,24:11:30,620
18U_18U_A_2_1,24:11:30,24:22:45,675
18U_18U_A_2_1,24:22:45,25:08:45,690
18U_18U_A_2_0,5:30:00,8:16:30,555
18U_18U_A_2_0,8:16:30,10:32:30,510
18U_18U_A_2_0,10:32:30,12:44:30,440
18U_18U_A_2_0,12:44:30,13:11:10,400
18U_18U_A_2_0,13:11:10,14:53:50,385
18U_18U_A_2_0,14:53:50,23:13:50,300
18U_18U_A_2_0,23:13:50,24:32:40,430
18U_18U_A_2_0,24:32:40,24:40:00,440
18U_18U_A_2_0,24:40:00,25:00:00,600
18U_18U_A_4_0,5:30:00,12:00:00,600
18U_18U_A_4_0,12:00:00,12:08:00,480
18U_18U_A_4_0,12:08:00,14:54:40,400
18U_18U_A_4_0,14:54:40,15:00:00,320
18U_18U_A_4_0,15:00:00,24:55:00,300
18U_18U_A_4_0,24:55:00,25:00:30,330
18U_18U_A_4_0,25:00:30,25:18:30,360
18U_18U_A_4_0,25:18:30,25:30:00,690
18U_18U_A_4_1,5:30:00,11:50:00,600
18U_18U_A_4_1,11:50:00,11:58:00,480
18U_18U_A_4_1,11:58:00,14:38:00,400
18U_18U_A_4_1,14:38:00,14:44:20,380
18U_18U_A_4_1,14:44:20,14:50:00,340
18U_18U_A_4_1,14:50:00,24:50:00,300
18U_18U_A_4_1,24:50:00,24:55:40,340
18U_18U_A_4_1,24:55:40,25:01:40,360
18U_18U_A_4_1,25:01:40,25:09:25,465
18U_18U_A_4_1,25:09:25,25:19:40,615
18U_18U_A_4_1,25:19:40,25:30:00,620
18U_18U_A_5_3,5:30:00,8:49:30,630
18U_18U_A_5_3,8:49:30,8:59:45,615
18U_18U_A_5_3,8:59:45,20:11:15,510
18U_18U_A_5_3,20:11:15,20:21:00,585
18U_18U_A_5_3,20:21:00,25:15:00,630
18U_18U_A_5_2,5:30:00,9:21:00,630
18U_18U_A_5_2,9:21:00,20:32:30,510
18U_18U_A_5_2,20:32:30,20:42:00,570
18U_18U_A_5_2,20:42:00,25:15:00,630
18U_18U_I_1_3,5:30:00,7:04:30,630
18U_18U_I_1_3,7:04:30,7:24:30,600
18U_18U_I_1_3,7:24:30,8:39:10,560
18U_18U_I_1_3,8:39:10,10:37:00,505
18U_18U_I_1_3,10:37:00,12:18:00,505
18U_18U_I_1_3,12:18:00,14:43:40,460
18U_18U_I_1_3,14:43:40,14:50:40,420
18U_18U_I_1_3,14:50:40,14:56:55,375
18U_18U_I_1_3,14:56:55,21:31:55,300
18U_18U_I_1_3,21:31:55,22:26:55,300
18U_18U_I_1_3,22:26:55,22:32:55,360
18U_18U_I_1_3,22:32:55,22:48:55,480
18U_18U_I_1_3,22:48:55,22:58:00,545
18U_18U_I_1_3,22:58:00,24:38:00,600
18U_18U_I_1_2,5:30:00,8:07:30,630
18U_18U_I_1_2,8:07:30,9:12:50,560
18U_18U_I_1_2,9:12:50,9:30:00,515
18U_18U_I_1_2,9:30:00,10:37:20,505
18U_18U_I_1_2,10:37:20,11:19:25,505
18U_18U_I_1_2,11:19:25,11:27:25,480
18U_18U_I_1_2,11:27:25,13:53:05,460
18U_18U_I_1_2,13:53:05,14:00:25,440
18U_18U_I_1_2,14:00:25,14:42:25,420
18U_18U_I_1_2,14:42:25,14:54:25,360
18U_18U_I_1_2,14:54:25,21:34:25,300
18U_18U_I_1_2,21:34:25,22:29:25,300
18U_18U_I_1_2,22:29:25,22:36:25,420
18U_18U_I_1_2,22:36:25,22:45:00,515
18U_18U_I_1_2,22:45:00,24:35:00,600
18U_18U_I_2_1,5:29:45,8:25:30,555
18U_18U_I_2_1,8:25:30,8:34:35,545
18U_18U_I_2_1,8:34:35,10:34:45,515
18U_18U_I_2_1,10:34:45,10:43:25,520
18U_18U_I_2_1,10:43:25,11:26:20,515
18U_18U_I_2_1,11:26:20,13:17:10,475
18U_18U_I_2_1,13:17:10,14:11:50,410
18U_18U_I_2_1,14:11:50,14:17:10,320
18U_18U_I_2_1,14:17:10,22:32:05,300
18U_18U_I_2_1,22:32:05,23:53:25,610
18U_18U_I_2_1,23:53:25,24:26:55,670
18U_18U_I_2_1,24:26:55,24:38:45,710
18U_18U_I_2_0,5:30:00,8:44:15,555
18U_18U_I_2_0,8:44:15,12:10:15,515
18U_18U_I_2_0,12:10:15,14:01:05,475
18U_18U_I_2_0,14:01:05,14:55:45,410
18U_18U_I_2_0,14:55:45,23:10:45,300
18U_18U_I_2_0,23:10:45,23:20:00,555
18U_18U_I_2_0,23:20:00,24:30:00,600
18U_18U_I_4_0,5:30:00,12:00:00,600
18U_18U_I_4_0,12:00:00,12:08:00,480
18U_18U_I_4_0,12:08:00,12:15:00,420
18U_18U_I_4_0,12:15:00,14:55:00,400
18U_18U_I_4_0,14:55:00,24:15:00,300
18U_18U_I_4_0,24:15:00,24:20:10,310
18U_18U_I_4_0,24:20:10,24:26:10,360
18U_18U_I_4_0,24:26:10,24:32:30,380
18U_18U_I_4_0,24:32:30,24:48:30,480
18U_18U_I_4_0,24:48:30,25:00:00,690
18U_18U_I_4_1,5:30:00,11:50:00,600
18U_18U_I_4_1,11:50:00,11:58:00,480
18U_18U_I_4_1,11:58:00,14:44:40,400
18U_18U_I_4_1,14:44:40,14:50:00,320
18U_18U_I_4_1,14:50:00,24:10:00,300
18U_18U_I_4_1,24:10:00,24:15:25,325
18U_18U_I_4_1,24:15:25,24:21:25,360
18U_18U_I_4_1,24:21:25,24:30:00,515
18U_18U_I_4_1,24:30:00,24:39:30,570
18U_18U_I_4_1,24:39:30,24:49:30,600
18U_18U_I_4_1,24:49:30,25:00:00,630
18U_18U_I_5_3,5:30:00,8:49:30,630
18U_18U_I_5_3,8:49:30,8:59:45,615
18U_18U_I_5_3,8:59:45,19:20:15,510
18U_18U_I_5_3,19:20:15,19:30:00,585
18U_18U_I_5_3,19:30:00,24:45:00,630
18U_18U_I_5_2,5:30:00,9:21:00,630
18U_18U_I_5_2,9:21:00,19:41:30,510
18U_18U_I_5_2,19:41:30,19:51:00,570
18U_18U_I_5_2,19:51:00,24:45:00,630
18U_18U_F1_1_3,5:30:00,7:04:30,630
18U_18U_F1_1_3,7:04:30,7:24:30,600
18U_18U_F1_1_3,7:24:30,8:39:10,560
18U_18U_F1_1_3,8:39:10,10:37:00,505
18U_18U_F1_1_3,10:37:00,12:18:00,505
18U_18U_F1_1_3,12:18:00,14:43:40,460
18U_18U_F1_1_3,14:43:40,14:50:40,420
18U_18U_F1_1_3,14:50:40,14:56:55,375
18U_18U_F1_1_3,14:56:55,21:31:55,300
18U_18U_F1_1_3,21:31:55,22:26:55,300
18U_18U_F1_1_3,22:26:55,22:32:55,360
18U_18U_F1_1_3,22:32:55,22:48:55,480
18U_18U_F1_1_3,22:48:55,22:58:00,545
18U_18U_F1_1_3,22:58:00,24:38:00,600
18U_18U_F1_1_2,5:30:00,8:07:30,630
18U_18U_F1_1_2,8:07:30,9:12:50,560
18U_18U_F1_1_2,9:12:50,9:30:00,515
18U_18U_F1_1_2,9:30:00,10:37:20,505
18U_18U_F1_1_2,10:37:20,11:19:25,505
18U_18U_F1_1_2,11:19:25,11:27:25,480
18U_18U_F1_1_2,11:27:25,13:53:05,460
18U_18U_F1_1_2,13:53:05,14:00:25,440
18U_18U_F1_1_2,14:00:25,14:42:25,420
18U_18U_F1_1_2,14:42:25,14:54:25,360
18U_18U_F1_1_2,14:54:25,21:34:25,300
18U_18U_F1_1_2,21:34:25,22:29:25,300
18U_18U_F1_1_2,22:29:25,22:36:25,420
18U_18U_F1_1_2,22:36:25,22:45:00,515
18U_18U_F1_1_2,22:45:00,24:35:00,600
18U_18U_F1_2_1,5:29:45,8:25:30,555
18U_18U_F1_2_1,8:25:30,8:34:35,545
18U_18U_F1_2_1,8:34:35,10:34:45,515
18U_18U_F1_2_1,10:34:45,10:43:25,520
18U_18U_F1_2_1,10:43:25,11:26:20,515
18U_18U_F1_2_1,11:26:20,13:17:10,475
18U_18U_F1_2_1,13:17:10,14:11:50,410
18U_18U_F1_2_1,14:11:50,14:17:10,320
18U_18U_F1_2_1,14:17:10,22:32:05,300
18U_18U_F1_2_1,22:32:05,23:53:25,610
18U_18U_F1_2_1,23:53:25,24:26:55,670
18U_18U_F1_2_1,24:26:55,24:38:45,710
18U_18U_F1_2_0,5:30:00,8:44:15,555
18U_18U_F1_2_0,8:44:15,12:10:15,515
18U_18U_F1_2_0,12:10:15,14:01:05,475
18U_18U_F1_2_0,14:01:05,14:55:45,410
18U_18U_F1_2_0,14:55:45,23:10:45,300
18U_18U_F1_2_0,23:10:45,23:20:00,555
18U_18U_F1_2_0,23:20:00,24:30:00,600
18U_18U_F1_4_0,5:30:00,12:00:00,600
18U_18U_F1_4_0,12:00:00,12:08:00,480
18U_18U_F1_4_0,12:08:00,12:15:00,420
18U_18U_F1_4_0,12:15:00,14:55:00,400
18U_18U_F1_4_0,14:55:00,24:15:00,300
18U_18U_F1_4_0,24:15:00,24:20:10,310
18U_18U_F1_4_0,24:20:10,24:26:10,360
18U_18U_F1_4_0,24:26:10,24:32:30,380
18U_18U_F1_4_0,24:32:30,24:48:30,480
18U_18U_F1_4_0,24:48:30,25:00:00,690
18U_18U_F1_4_1,5:30:00,11:50:00,600
18U_18U_F1_4_1,11:50:00,11:58:00,480
18U_18U_F1_4_1,11:58:00,14:44:40,400
18U_18U_F1_4_1,14:44:40,14:50:00,320
18U_18U_F1_4_1,14:50:00,24:10:00,300
18U_18U_F1_4_1,24:10:00,24:15:25,325
18U_18U_F1_4_1,24:15:25,24:21:25,360
18U_18U_F1_4_1,24:21:25,24:30:00,515
18U_18U_F1_4_1,24:30:00,24:39:30,570
18U_18U_F1_4_1,24:39:30,24:49:30,600
18U_18U_F1_4_1,24:49:30,25:00:00,630
18U_18U_F1_5_3,5:30:00,8:49:30,630
18U_18U_F1_5_3,8:49:30,8:59:45,615
18U_18U_F1_5_3,8:59:45,19:20:15,510
18U_18U_F1_5_3,19:20:15,19:30:00,585
18U_18U_F1_5_3,19:30:00,24:45:00,630
18U_18U_F1_5_2,5:30:00,9:21:00,630
18U_18U_F1_5_2,9:21:00,19:41:30,510
18U_18U_F1_5_2,19:41:30,19:51:00,570
18U_18U_F1_5_2,19:51:00,24:45:00,630
18U_18U_F2_1_3,5:30:00,7:04:30,630
18U_18U_F2_1_3,7:04:30,7:24:30,600
18U_18U_F2_1_3,7:24:30,8:39:10,560
18U_18U_F2_1_3,8:39:10,10:37:00,505
18U_18U_F2_1_3,10:37:00,12:18:00,505
18U_18U_F2_1_3,12:18:00,14:43:40,460
18U_18U_F2_1_3,14:43:40,14:50:40,420
18U_18U_F2_1_3,14:50:40,14:56:55,375
18U_18U_F2_1_3,14:56:55,21:31:55,300
18U_18U_F2_1_3,21:31:55,22:26:55,300
18U_18U_F2_1_3,22:26:55,22:32:55,360
18U_18U_F2_1_3,22:32:55,22:48:55,480
18U_18U_F2_1_3,22:48:55,22:58:00,545
18U_18U_F2_1_3,22:58:00,24:38:00,600
18U_18U_F2_1_2,5:30:00,8:07:30,630
18U_18U_F2_1_2,8:07:30,9:12:50,560
18U_18U_F2_1_2,9:12:50,9:30:00,515
18U_18U_F2_1_2,9:30:00,10:37:20,505
18U_18U_F2_1_2,10:37:20,11:19:25,505
18U_18U_F2_1_2,11:19:25,11:27:25,480
18U_18U_F2_1_2,11:27:25,13:53:05,460
18U_18U_F2_1_2,13:53:05,14:00:25,440
18U_18U_F2_1_2,14:00:25,14:42:25,420
18U_18U_F2_1_2,14:42:25,14:54:25,360
18U_18U_F2_1_2,14:54:25,21:34:25,300
18U_18U_F2_1_2,21:34:25,22:29:25,300
18U_18U_F2_1_2,22:29:25,22:36:25,420
18U_18U_F2_1_2,22:36:25,22:45:00,515
18U_18U_F2_1_2,22:45:00,24:35:00,600
18U_18U_F2_2_1,5:29:45,8:25:30,555
18U_18U_F2_2_1,8:25:30,8:34:35,545
18U_18U_F2_2_1,8:34:35,10:34:45,515
18U_18U_F2_2_1,10:34:45,10:43:25,520
18U_18U_F2_2_1,10:43:25,11:26:20,515
18U_18U_F2_2_1,11:26:20,13:17:10,475
18U_18U_F2_2_1,13:17:10,14:11:50,410
18U_18U_F2_2_1,14:11:50,14:17:10,320
18U_18U_F2_2_1,14:17:10,22:32:05,300
18U_18U_F2_2_1,22:32:05,23:53:25,610
18U_18U_F2_2_1,23:53:25,24:26:55,670
18U_18U_F2_2_1,24:26:55,24:38:45,710
18U_18U_F2_2_0,5:30:00,8:44:15,555
18U_18U_F2_2_0,8:44:15,12:10:15,515
18U_18U_F2_2_0,12:10:15,14:01:05,475
18U_18U_F2_2_0,14:01:05,14:55:45,410
18U_18U_F2_2_0,14:55:45,23:10:45,300
18U_18U_F2_2_0,23:10:45,23:20:00,555
18U_18U_F2_2_0,23:20:00,24:30:00,600
18U_18U_F2_4_0,5:30:00,12:00:00,600
18U_18U_F2_4_0,12:00:00,12:08:00,480
18U_18U_F2_4_0,12:08:00,12:15:00,420
18U_18U_F2_4_0,12:15:00,14:55:00,400
18U_18U_F2_4_0,14:55:00,24:15:00,300
18U_18U_F2_4_0,24:15:00,24:20:10,310
18U_18U_F2_4_0,24:20:10,24:26:10,360
18U_18U_F2_4_0,24:26:10,24:32:30,380
18U_18U_F2_4_0,24:32:30,24:48:30,480
18U_18U_F2_4_0,24:48:30,25:00:00,690
18U_18U_F2_4_1,5:30:00,11:50:00,600
18U_18U_F2_4_1,11:50:00,11:58:00,480
18U_18U_F2_4_1,11:58:00,14:44:40,400
18U_18U_F2_4_1,14:44:40,14:50:00,320
18U_18U_F2_4_1,14:50:00,24:10:00,300
18U_18U_F2_4_1,24:10:00,24:15:25,325
18U_18U_F2_4_1,24:15:25,24:21:25,360
18U_18U_F2_4_1,24:21:25,24:30:00,515
18U_18U_F2_4_1,24:30:00,24:39:30,570
18U_18U_F2_4_1,24:39:30,24:49:30,600
18U_18U_F2_4_1,24:49:30,25:00:00,630
18U_18U_F2_5_3,5:30:00,8:49:30,630
18U_18U_F2_5_3,8:49:30,8:59:45,615
18U_18U_F2_5_3,8:59:45,19:20:15,510
18U_18U_F2_5_3,19:20:15,19:30:00,585
18U_18U_F2_5_3,19:30:00,24:45:00,630
18U_18U_F2_5_2,5:30:00,9:21:00,630
18U_18U_F2_5_2,9:21:00,19:41:30,510
18U_18U_F2_5_2,19:41:30,19:51:00,570
18U_18U_F2_5_2,19:51:00,24:45:00,630
