stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url,location_type,parent_station,wheelchair_boarding
3101312,57743,Bord-du-Lac / de la Baie-de-Valois,45.448366,-73.790894,http://m.stm.info/fr/horaires/arrets/57743/bus,0,,1
3101314,57744,Bord-du-Lac / de la Baie-de-Valois,45.44826,-73.791334,http://m.stm.info/fr/horaires/arrets/57744/bus,0,,1
3101322,57745,Belmont / King,45.455306,-73.790004,http://m.stm.info/fr/horaires/arrets/57745/bus,0,,1
3101324,57746,Belmont / King,45.454678,-73.79066,http://m.stm.info/fr/horaires/arrets/57746/bus,0,,1
3101334,57747,Donegani / Queen,45.450273,-73.789481,http://m.stm.info/fr/horaires/arrets/57747/bus,0,,1
3101344,57748,Bord-du-Lac / Milroy,45.447974,-73.788344,http://m.stm.info/fr/horaires/arrets/57748/bus,0,,1
3101352,57750,Donegani / Lucerne,45.450441,-73.787116,http://m.stm.info/fr/horaires/arrets/57750/bus,0,,1
3101355,57751,Donegani / Lucerne,45.450271,-73.786915,http://m.stm.info/fr/horaires/arrets/57751/bus,0,,1
3101362,57752,Belmont / Chester,45.456411,-73.786593,http://m.stm.info/fr/horaires/arrets/57752/bus,0,,1
3101364,57753,Belmont / Chester,45.45588,-73.786795,http://m.stm.info/fr/horaires/arrets/57753/bus,0,,1
3101373,57754,Donegani / de la Baie-de-Valois,45.449943,-73.792169,http://m.stm.info/fr/horaires/arrets/57754/bus,0,,1
3101383,57755,des Sources / Saint-Louis,45.464786,-73.785793,http://m.stm.info/fr/horaires/arrets/57755/bus,0,,1
3101386,57756,des Sources / Reverchon,45.465128,-73.785687,http://m.stm.info/fr/horaires/arrets/57756/bus,0,,1
3101390,57757,Bord-du-Lac / No 24,45.447951,-73.786026,http://m.stm.info/fr/horaires/arrets/57757/bus,0,,1
3101404,57758,Belmont / Vincennes,45.457015,-73.783695,http://m.stm.info/fr/horaires/arrets/57758/bus,0,,1
3101421,57759,des Sources / Belmont,45.456873,-73.782137,http://m.stm.info/fr/horaires/arrets/57759/bus,0,,1
3101423,57760,des Sources / Belmont,45.45721,-73.782488,http://m.stm.info/fr/horaires/arrets/57760/bus,0,,1
3101431,57761,des Sources / Chanteclerc,45.454333,-73.782089,http://m.stm.info/fr/horaires/arrets/57761/bus,0,,1
3101438,57762,des Sources / Chanteclerc,45.454443,-73.782387,http://m.stm.info/fr/horaires/arrets/57762/bus,0,,1
3101442,57763,Bord-du-Lac / Lakebreeze,45.446867,-73.781778,http://m.stm.info/fr/horaires/arrets/57763/bus,0,,1
3101444,57764,Bord-du-Lac / Lakebreeze,45.446856,-73.782325,http://m.stm.info/fr/horaires/arrets/57764/bus,0,,1
3101454,57765,Donegani / des Sources,45.450077,-73.781388,http://m.stm.info/fr/horaires/arrets/57765/bus,0,,1
3101470,57766,Hymus / No 285,45.454959,-73.832291,http://m.stm.info/fr/horaires/arrets/57766/bus,0,,1
3101480,57767,Revcon / Place Frontenac,45.468863,-73.828664,http://m.stm.info/fr/horaires/arrets/57767/bus,0,,1
3101517,57768,Transcanadienne / Tecumseh,45.473053,-73.808667,http://m.stm.info/fr/horaires/arrets/57768/bus,0,,2
3101538,57769,Cartier / Salisbury,45.439007,-73.827207,http://m.stm.info/fr/horaires/arrets/57769/bus,0,,1
3101549,57770,Cartier / de Val-Soleil,45.437294,-73.826507,http://m.stm.info/fr/horaires/arrets/57770/bus,0,,1
3101550,57771,Cartier / de Val-Soleil,45.437312,-73.826671,http://m.stm.info/fr/horaires/arrets/57771/bus,0,,1
3101564,57772,Autoroute 20 / Saint-Jean,45.441167,-73.814865,http://m.stm.info/fr/horaires/arrets/57772/bus,0,,1
3101581,57773,Stillview / Canvin,45.450845,-73.833929,http://m.stm.info/fr/horaires/arrets/57773/bus,0,,1
3101609,57774,École Pointe-Claire,45.450573,-73.814999,http://m.stm.info/fr/horaires/arrets/57774/bus,0,,1
3101610,57775,Brunswick / No 195,45.472235,-73.819801,http://m.stm.info/fr/horaires/arrets/57775/bus,0,,1
3101620,57776,Brunswick / Hewitt,45.47404,-73.816227,http://m.stm.info/fr/horaires/arrets/57776/bus,0,,1
3101639,57777,Brunswick / Hewitt,45.474165,-73.81641,http://m.stm.info/fr/horaires/arrets/57777/bus,0,,1
3101669,57778,École John-Rennie (Douglas-Shand / Saint-Jean),45.449626,-73.816878,http://m.stm.info/fr/horaires/arrets/57778/bus,0,,1
3101679,57779,Donegani / des Sources,45.450172,-73.781181,http://m.stm.info/fr/horaires/arrets/57779/bus,0,,1
3101681,57780,Stillview / Transcanadienne,45.45662,-73.839651,http://m.stm.info/fr/horaires/arrets/57780/bus,0,,1
3101738,57781,des Sources / Avro,45.471713,-73.791077,http://m.stm.info/fr/horaires/arrets/57781/bus,0,,1
3101746,57782,des Sources / Avro,45.472751,-73.790316,http://m.stm.info/fr/horaires/arrets/57782/bus,0,,1
3101756,57783,des Sources / de l'Aviation,45.469841,-73.790128,http://m.stm.info/fr/horaires/arrets/57783/bus,0,,1
3101760,57784,Doulas-Shand / Maywood,45.451045,-73.813782,http://m.stm.info/fr/horaires/arrets/57784/bus,0,,1
3101789,57785,Cartier / No 117,45.434537,-73.825314,http://m.stm.info/fr/horaires/arrets/57785/bus,0,,1
3101889,57786,Bord-du-Lac / No 24,45.448113,-73.786372,http://m.stm.info/fr/horaires/arrets/57786/bus,0,,1
3101899,57787,Saint-Jean / Autoroute 20 (sud),45.441145,-73.814524,http://m.stm.info/fr/horaires/arrets/57787/bus,0,,1
3101903,57788,Saint-Jean / Autoroute 20,45.442894,-73.815479,http://m.stm.info/fr/horaires/arrets/57788/bus,0,,1
3101934,57789,Gare Pointe-Claire,45.446273,-73.802331,http://m.stm.info/fr/horaires/arrets/57789/bus,0,,1
3101939,57790,Gare Pointe-Claire,45.446703,-73.802383,http://m.stm.info/fr/horaires/arrets/57790/bus,0,,1
3101990,57791,des Sources / No 1733,45.462089,-73.783186,http://m.stm.info/fr/horaires/arrets/57791/bus,0,,2
3102019,57792,Saint-Jean / Complexe Pointe-Claire,45.466743,-73.8281,http://m.stm.info/fr/horaires/arrets/57792/bus,0,,2
3102060,57793,Transcanadienne / Hôtel Journeys's End,45.46567,-73.821451,http://m.stm.info/fr/horaires/arrets/57793/bus,0,,2
3102144,57794,Terminus Fairview,45.465697,-73.831619,http://m.stm.info/fr/horaires/arrets/57794/bus,0,,1
3102154,57795,Terminus Fairview,45.465555,-73.831248,http://m.stm.info/fr/horaires/arrets/57795/bus,0,,1
3102174,57797,Terminus Fairview,45.465674,-73.831375,http://m.stm.info/fr/horaires/arrets/57797/bus,0,,1
3102184,57798,Terminus Fairview,45.465425,-73.831117,http://m.stm.info/fr/horaires/arrets/57798/bus,0,,1
3102194,57799,Terminus Fairview,45.465291,-73.830983,http://m.stm.info/fr/horaires/arrets/57799/bus,0,,1
3102204,57800,Terminus Fairview,45.465161,-73.830851,http://m.stm.info/fr/horaires/arrets/57800/bus,0,,1
3102252,57802,Bord-du-Lac / Sainte-Anne,45.429054,-73.825603,http://m.stm.info/fr/horaires/arrets/57802/bus,0,,1
3102255,57803,Bord-du-Lac / Sainte-Anne,45.428938,-73.825778,http://m.stm.info/fr/horaires/arrets/57803/bus,0,,1
3102262,57804,Donegani / King,45.450466,-73.788202,http://m.stm.info/fr/horaires/arrets/57804/bus,0,,1
3102292,57805,Hastings / Dieppe,45.457012,-73.809746,http://m.stm.info/fr/horaires/arrets/57805/bus,0,,1
3102311,57807,Saint-Jean / Autoroute 20 (nord),45.442765,-73.815173,http://m.stm.info/fr/horaires/arrets/57807/bus,0,,1
3102531,57808,Saint-Jean / Holiday,45.46121,-73.822807,http://m.stm.info/fr/horaires/arrets/57808/bus,0,,1
3102554,57809,Terminus Fairview,45.465304,-73.831221,http://m.stm.info/fr/horaires/arrets/57809/bus,0,,1
3102679,57810,Transcanadienne / No 5701,45.46894,-73.816797,http://m.stm.info/fr/horaires/arrets/57810/bus,0,,2
3102687,57811,Autoroute 20 Ouest / Saint-Jean,45.442782,-73.815761,http://m.stm.info/fr/horaires/arrets/57811/bus,0,,1
3102690,57812,Transcanadienne / No 2800,45.475685,-73.801337,http://m.stm.info/fr/horaires/arrets/57812/bus,0,,1
3102744,57813,Brunswick / Fairview,45.462723,-73.83834,http://m.stm.info/fr/horaires/arrets/57813/bus,0,,1
3102747,57814,Brunswick / Plymouth,45.463046,-73.838242,http://m.stm.info/fr/horaires/arrets/57814/bus,0,,1
3102750,57815,Terminus Fairview,45.465438,-73.831355,http://m.stm.info/fr/horaires/arrets/57815/bus,0,,1
3102762,57816,Donegani / Gateway,45.447052,-73.804985,http://m.stm.info/fr/horaires/arrets/57816/bus,0,,1
3102764,57817,Donegani / Gateway,45.447007,-73.804829,http://m.stm.info/fr/horaires/arrets/57817/bus,0,,1
3102771,57818,Fairview / Plymouth,45.46305,-73.837533,http://m.stm.info/fr/horaires/arrets/57818/bus,0,,1
3102789,57819,Fairview / Réno Dépot,45.462173,-73.83663,http://m.stm.info/fr/horaires/arrets/57819/bus,0,,1
3102800,57820,Transcanadienne / No 3500,45.473483,-73.805969,http://m.stm.info/fr/horaires/arrets/57820/bus,0,,1
3102819,57821,Terminus Fairview,45.465173,-73.831089,http://m.stm.info/fr/horaires/arrets/57821/bus,0,,1
3102820,57822,Brunswick / Terminus Fairview,45.466579,-73.830933,http://m.stm.info/fr/horaires/arrets/57822/bus,0,,1
3102830,57823,Brunswick / Terminus Fairview,45.466684,-73.830728,http://m.stm.info/fr/horaires/arrets/57823/bus,0,,1
3102842,57824,Autoroute 20 / Cartier,45.440032,-73.827217,http://m.stm.info/fr/horaires/arrets/57824/bus,0,,2
3102844,57825,Autoroute 20 / Cartier,45.439422,-73.827367,http://m.stm.info/fr/horaires/arrets/57825/bus,0,,1
3102904,57827,Brunswick / Auto Plaza,45.466146,-73.832193,http://m.stm.info/fr/horaires/arrets/57827/bus,0,,1
3102912,57828,Belmont / Vincennes,45.45717,-73.783423,http://m.stm.info/fr/horaires/arrets/57828/bus,0,,1
3102926,57829,Selkirk / Transcanadienne,45.467094,-73.821437,http://m.stm.info/fr/horaires/arrets/57829/bus,0,,1
3102934,57830,Brunswick / Hermitage,45.461384,-73.840846,http://m.stm.info/fr/horaires/arrets/57830/bus,0,,1
3102942,57831,Brunswick / Hermitage,45.461744,-73.840761,http://m.stm.info/fr/horaires/arrets/57831/bus,0,,1
3102952,60234,Hôpital général Lakeshore (Sedgefield/Stillview),45.449515,-73.831745,http://m.stm.info/fr/horaires/arrets/60234/bus,0,,2
3102968,60415,Terminus Fairview / Brunswick,45.465962,-73.831866,http://m.stm.info/fr/horaires/arrets/60415/bus,0,,1
3102970,60461,Transcanadienne / No 7600,45.458902,-73.83482,http://m.stm.info/fr/horaires/arrets/60461/bus,0,,1
3102989,60495,Transcanadienne / No 3075,45.475501,-73.803594,http://m.stm.info/fr/horaires/arrets/60495/bus,0,,1
3102993,60534,Maywood / Donegani,45.445165,-73.811449,http://m.stm.info/fr/horaires/arrets/60534/bus,0,,1
3103002,60535,Donegani / Maywood,45.445138,-73.811157,http://m.stm.info/fr/horaires/arrets/60535/bus,0,,1
3103010,60651,Hymus / No 300,45.454319,-73.833546,http://m.stm.info/fr/horaires/arrets/60651/bus,0,,1
3103029,60652,Hymus / No 300,45.454236,-73.83397,http://m.stm.info/fr/horaires/arrets/60652/bus,0,,1
3103039,60705,Transcanadienne / No 5500,45.469895,-73.813103,http://m.stm.info/fr/horaires/arrets/60705/bus,0,,2
3103042,60811,Avro / Saint-Rémi,45.473826,-73.78656,http://m.stm.info/fr/horaires/arrets/60811/bus,0,,2
3103050,60812,Avro / No 2525,45.472491,-73.789248,http://m.stm.info/fr/horaires/arrets/60812/bus,0,,2
3103060,60813,Hymus / No 39,45.476073,-73.790598,http://m.stm.info/fr/horaires/arrets/60813/bus,0,,2
3103092,60816,Hymus / Columbus,45.47221,-73.79863,http://m.stm.info/fr/horaires/arrets/60816/bus,0,,2
3103109,60817,Hymus / No 59,45.474716,-73.793396,http://m.stm.info/fr/horaires/arrets/60817/bus,0,,2
3103112,60818,Hymus / Leacock,45.471183,-73.800845,http://m.stm.info/fr/horaires/arrets/60818/bus,0,,2
3103122,60819,Hymus / Delmar,45.469419,-73.804491,http://m.stm.info/fr/horaires/arrets/60819/bus,0,,1
3103134,60820,Hymus / Leacock,45.470933,-73.801032,http://m.stm.info/fr/horaires/arrets/60820/bus,0,,1
3103144,60821,Hymus / Columbus,45.471998,-73.798799,http://m.stm.info/fr/horaires/arrets/60821/bus,0,,1
3103150,60822,Hymus / No 50,45.47452,-73.793526,http://m.stm.info/fr/horaires/arrets/60822/bus,0,,1
3103160,60823,Hymus / des Sources,45.475728,-73.790986,http://m.stm.info/fr/horaires/arrets/60823/bus,0,,1
3103180,60825,Avro / No 2525,45.472484,-73.78902,http://m.stm.info/fr/horaires/arrets/60825/bus,0,,1
3103194,60826,Avro / Saint-Rémi,45.473572,-73.786821,http://m.stm.info/fr/horaires/arrets/60826/bus,0,,1
3103226,60888,Auto Plaza / Brunswick,45.466286,-73.832515,http://m.stm.info/fr/horaires/arrets/60888/bus,0,,1
3103235,60889,Brunswick / Terminus Fairview,45.466413,-73.831252,http://m.stm.info/fr/horaires/arrets/60889/bus,0,,1
3103253,61262,Saint-Jean / Autoroute 20,45.441381,-73.814831,http://m.stm.info/fr/horaires/arrets/61262/bus,0,,1
3103261,61309,Saint-Jean / Brunswick,45.468052,-73.829966,http://m.stm.info/fr/horaires/arrets/61309/bus,0,,1
3200023,57832,Sommerset / de Salaberry,45.466193,-73.849305,http://m.stm.info/fr/horaires/arrets/57832/bus,0,,2
3200053,57833,Saint-Jean / de Salaberry,45.47369,-73.835583,http://m.stm.info/fr/horaires/arrets/57833/bus,0,,1
3200061,57834,Saint-Jean / de Salaberry,45.473258,-73.834735,http://m.stm.info/fr/horaires/arrets/57834/bus,0,,1
3200082,57835,De Salaberry / Boyer,45.471516,-73.838559,http://m.stm.info/fr/horaires/arrets/57835/bus,0,,2
3200092,57836,De Salaberry / Devon,45.469974,-73.841523,http://m.stm.info/fr/horaires/arrets/57836/bus,0,,1
3200102,57837,De Salaberry / Sommerset,45.466226,-73.848934,http://m.stm.info/fr/horaires/arrets/57837/bus,0,,1
3200114,57838,De Salaberry / Walworth,45.467169,-73.846701,http://m.stm.info/fr/horaires/arrets/57838/bus,0,,1
3200124,57839,De Salaberry / Devon,45.469762,-73.841732,http://m.stm.info/fr/horaires/arrets/57839/bus,0,,1
3200134,57840,De Salaberry / Boyer,45.471317,-73.838743,http://m.stm.info/fr/horaires/arrets/57840/bus,0,,1
3200144,57841,De Salaberry / Saint-Jean,45.473166,-73.835137,http://m.stm.info/fr/horaires/arrets/57841/bus,0,,1
3200174,57842,Transcanadienne / Alston,45.460119,-73.832418,http://m.stm.info/fr/horaires/arrets/57842/bus,0,,1
3200211,57843,Sommerset / Shakespeare,45.473511,-73.856356,http://m.stm.info/fr/horaires/arrets/57843/bus,0,,1
3200218,57844,Sommerset / Nisko,45.473287,-73.856335,http://m.stm.info/fr/horaires/arrets/57844/bus,0,,2
3200221,57845,Sommerset / Garland,45.471868,-73.854737,http://m.stm.info/fr/horaires/arrets/57845/bus,0,,2
3200223,57846,Sommerset / Garland,45.471977,-73.855046,http://m.stm.info/fr/horaires/arrets/57846/bus,0,,2
3200231,57847,Sommerset / Chapleau,45.469473,-73.852374,http://m.stm.info/fr/horaires/arrets/57847/bus,0,,1
3200233,57848,Sommerset / Chapleau,45.469552,-73.852657,http://m.stm.info/fr/horaires/arrets/57848/bus,0,,2
3200241,57849,Sommerset / Roosevelt,45.467607,-73.850518,http://m.stm.info/fr/horaires/arrets/57849/bus,0,,2
3200243,57850,Sommerset / Roosevelt,45.467646,-73.850753,http://m.stm.info/fr/horaires/arrets/57850/bus,0,,2
3200263,57851,Saint-Jean / Harris,45.484667,-73.846659,http://m.stm.info/fr/horaires/arrets/57851/bus,0,,1
3200281,57852,Saint-Jean / Roger-Pilon,45.480084,-73.841617,http://m.stm.info/fr/horaires/arrets/57852/bus,0,,1
3200283,57853,Saint-Jean / Shakespeare,45.480185,-73.842131,http://m.stm.info/fr/horaires/arrets/57853/bus,0,,1
3200301,57854,Saint-Jean / Lake,45.476634,-73.838133,http://m.stm.info/fr/horaires/arrets/57854/bus,0,,1
3200303,57855,Saint-Jean / Westminster,45.476672,-73.838586,http://m.stm.info/fr/horaires/arrets/57855/bus,0,,1
3200321,57856,Fredmir / Cedarcrest,45.497981,-73.835009,http://m.stm.info/fr/horaires/arrets/57856/bus,0,,2
3200341,57857,Baffin / Roger-Pilon,45.485507,-73.833515,http://m.stm.info/fr/horaires/arrets/57857/bus,0,,1
3200373,57858,Saint-Jean / Devon,45.470775,-73.832643,http://m.stm.info/fr/horaires/arrets/57858/bus,0,,1
3200381,57859,Hemingway / Greenfield,45.482805,-73.832229,http://m.stm.info/fr/horaires/arrets/57859/bus,0,,1
3200383,57860,Hemingway / Greenfield,45.48298,-73.832582,http://m.stm.info/fr/horaires/arrets/57860/bus,0,,1
3200391,57861,Blue Haven / Lake,45.479585,-73.83197,http://m.stm.info/fr/horaires/arrets/57861/bus,0,,1
3200398,57862,Blue Haven / Lake,45.47941,-73.831964,http://m.stm.info/fr/horaires/arrets/57862/bus,0,,1
3200411,57863,Blue Haven / Viking,45.477952,-73.831005,http://m.stm.info/fr/horaires/arrets/57863/bus,0,,1
3200413,57864,Blue Haven / Viking,45.478064,-73.831222,http://m.stm.info/fr/horaires/arrets/57864/bus,0,,1
3200424,57865,Roger-Pilon / Tecumseh,45.487199,-73.830387,http://m.stm.info/fr/horaires/arrets/57865/bus,0,,1
3200434,57866,Lake / Hemingway,45.480671,-73.830275,http://m.stm.info/fr/horaires/arrets/57866/bus,0,,1
3200437,57867,Lake / Autumn,45.480591,-73.830611,http://m.stm.info/fr/horaires/arrets/57867/bus,0,,1
3200444,57868,Anselme-Lavigne / Buttonwood,45.496513,-73.829797,http://m.stm.info/fr/horaires/arrets/57868/bus,0,,2
3200452,57869,Blue Haven / des Pins,45.473961,-73.829495,http://m.stm.info/fr/horaires/arrets/57869/bus,0,,1
3200454,57870,Blue Haven / des Pins,45.473691,-73.829404,http://m.stm.info/fr/horaires/arrets/57870/bus,0,,2
3200462,57871,Blue Haven / Jourdain,45.475337,-73.829438,http://m.stm.info/fr/horaires/arrets/57871/bus,0,,1
3200464,57872,Blue Haven / Jourdain,45.475141,-73.829329,http://m.stm.info/fr/horaires/arrets/57872/bus,0,,1
3200474,57873,Roger-Pilon / Fredmir,45.488608,-73.827602,http://m.stm.info/fr/horaires/arrets/57873/bus,0,,1
3200477,57874,Roger-Pilon / Fredmir,45.488701,-73.827697,http://m.stm.info/fr/horaires/arrets/57874/bus,0,,1
3200482,57875,Anselme-Lavigne / Howard,45.497716,-73.826068,http://m.stm.info/fr/horaires/arrets/57875/bus,0,,1
3200484,57876,Anselme-Lavigne / Howard,45.497513,-73.826165,http://m.stm.info/fr/horaires/arrets/57876/bus,0,,2
3200491,57877,Westpark / Anselme-Lavigne,45.498478,-73.824626,http://m.stm.info/fr/horaires/arrets/57877/bus,0,,1
3200492,57878,Anselme-Lavigne / Drouin,45.498896,-73.824458,http://m.stm.info/fr/horaires/arrets/57878/bus,0,,1
3200494,57879,Anselme-Lavigne / Westpark,45.498383,-73.824911,http://m.stm.info/fr/horaires/arrets/57879/bus,0,,1
3200502,57880,Roger-Pilon / Manuel,45.490907,-73.823127,http://m.stm.info/fr/horaires/arrets/57880/bus,0,,1
3200504,57881,Roger-Pilon / Manuel,45.490583,-73.823506,http://m.stm.info/fr/horaires/arrets/57881/bus,0,,1
3200512,57882,Anselme-Lavigne / Oslo,45.500315,-73.822199,http://m.stm.info/fr/horaires/arrets/57882/bus,0,,1
3200514,57883,Anselme-Lavigne / Oslo,45.500054,-73.822497,http://m.stm.info/fr/horaires/arrets/57883/bus,0,,1
3200521,57884,Westpark / Wilson,45.495778,-73.821253,http://m.stm.info/fr/horaires/arrets/57884/bus,0,,1
3200523,57885,Westpark / Wilson,45.49595,-73.821584,http://m.stm.info/fr/horaires/arrets/57885/bus,0,,1
3200532,57886,Anselme-Lavigne / Greenview,45.501122,-73.81934,http://m.stm.info/fr/horaires/arrets/57886/bus,0,,1
3200534,57887,Anselme-Lavigne / Greenview,45.500938,-73.81956,http://m.stm.info/fr/horaires/arrets/57887/bus,0,,1
3200543,57888,Westpark / Roger-Pilon,45.492102,-73.819325,http://m.stm.info/fr/horaires/arrets/57888/bus,0,,1
3200544,57889,Roger-Pilon / Westpark,45.491677,-73.819594,http://m.stm.info/fr/horaires/arrets/57889/bus,0,,1
3200561,57890,Tecumseh / de Salaberry,45.481097,-73.818308,http://m.stm.info/fr/horaires/arrets/57890/bus,0,,1
3200573,57891,Tecumseh / Thornhill,45.479326,-73.816779,http://m.stm.info/fr/horaires/arrets/57891/bus,0,,1
3200581,57892,Tecumseh / Thornhill,45.479217,-73.81643,http://m.stm.info/fr/horaires/arrets/57892/bus,0,,1
3200591,57893,des Sources / Anselme-Lavigne,45.502414,-73.815493,http://m.stm.info/fr/horaires/arrets/57893/bus,0,,1
3200593,57894,des Sources / Anselme-Lavigne,45.502476,-73.815982,http://m.stm.info/fr/horaires/arrets/57894/bus,0,,1
3200594,57895,Anselme-Lavigne / des Sources,45.502205,-73.816128,http://m.stm.info/fr/horaires/arrets/57895/bus,0,,1
3200597,57896,Anselme-Lavigne / des Sources,45.502287,-73.816254,http://m.stm.info/fr/horaires/arrets/57896/bus,0,,1
3200602,57897,de Salaberry / Montevista,45.482755,-73.813504,http://m.stm.info/fr/horaires/arrets/57897/bus,0,,1
3200613,57898,des Sources / Belcourt,45.499596,-73.813212,http://m.stm.info/fr/horaires/arrets/57898/bus,0,,1
3200624,57899,De Salaberry / Iberville,45.482521,-73.812274,http://m.stm.info/fr/horaires/arrets/57899/bus,0,,1
3200632,57900,Brunswick / Tecumseh,45.475817,-73.813155,http://m.stm.info/fr/horaires/arrets/57900/bus,0,,1
3200633,57901,Tecumseh / Brunswick,45.475774,-73.813421,http://m.stm.info/fr/horaires/arrets/57901/bus,0,,1
3200634,57902,Brunswick / Tecumseh,45.475521,-73.813295,http://m.stm.info/fr/horaires/arrets/57902/bus,0,,1
3200644,57903,De Salaberry / Hôtel-De-Ville,45.482355,-73.810093,http://m.stm.info/fr/horaires/arrets/57903/bus,0,,1
3200652,57904,De Salaberry / Hôtel-De-Ville,45.482563,-73.810416,http://m.stm.info/fr/horaires/arrets/57904/bus,0,,1
3200661,57905,des Sources / Roger-Pilon,45.495508,-73.808813,http://m.stm.info/fr/horaires/arrets/57905/bus,0,,1
3200663,57906,des Sources / Roger-Pilon,45.495571,-73.809303,http://m.stm.info/fr/horaires/arrets/57906/bus,0,,1
3200679,57907,de Salaberry / No 12001,45.483421,-73.807939,http://m.stm.info/fr/horaires/arrets/57907/bus,0,,1
3200691,57908,Lake / Hyman,45.488193,-73.807213,http://m.stm.info/fr/horaires/arrets/57908/bus,0,,1
3200698,57909,Lake / Hyman,45.487849,-73.807124,http://m.stm.info/fr/horaires/arrets/57909/bus,0,,1
3200701,57910,des Sources / Sunnydale,45.493493,-73.806845,http://m.stm.info/fr/horaires/arrets/57910/bus,0,,1
3200702,57911,Sunnydale / des Sources,45.493717,-73.806798,http://m.stm.info/fr/horaires/arrets/57911/bus,0,,1
3200703,57912,des Sources / Churchill,45.493609,-73.807388,http://m.stm.info/fr/horaires/arrets/57912/bus,0,,1
3200705,57913,Sunnydale / Glenmore,45.493885,-73.806196,http://m.stm.info/fr/horaires/arrets/57913/bus,0,,1
3200714,57914,Brunswick / Hôtel-De-Ville,45.478736,-73.806745,http://m.stm.info/fr/horaires/arrets/57914/bus,0,,1
3200722,57915,Hyman / Arménia,45.489242,-73.805533,http://m.stm.info/fr/horaires/arrets/57915/bus,0,,1
3200724,57916,Hyman / Lisbonne,45.489287,-73.804967,http://m.stm.info/fr/horaires/arrets/57916/bus,0,,1
3200732,57917,Brunswick / Hôtel-De-Ville,45.478982,-73.806599,http://m.stm.info/fr/horaires/arrets/57917/bus,0,,1
3200743,57918,Lake / de Salaberry,45.484306,-73.806346,http://m.stm.info/fr/horaires/arrets/57918/bus,0,,1
3200746,57919,Lake / de Salaberry,45.484521,-73.806312,http://m.stm.info/fr/horaires/arrets/57919/bus,0,,1
3200761,57920,Bancroft / Brunswick,45.480412,-73.803576,http://m.stm.info/fr/horaires/arrets/57920/bus,0,,1
3200762,57921,Brunswick / Lake,45.480828,-73.802708,http://m.stm.info/fr/horaires/arrets/57921/bus,0,,1
3200764,57922,Brunswick / Bancroft,45.480518,-73.802894,http://m.stm.info/fr/horaires/arrets/57922/bus,0,,1
3200771,57923,des Sources / Hyman,45.490175,-73.802635,http://m.stm.info/fr/horaires/arrets/57923/bus,0,,1
3200773,57924,des Sources / Hyman,45.490304,-73.803275,http://m.stm.info/fr/horaires/arrets/57924/bus,0,,1
3200774,57925,Hyman / des Sources,45.490055,-73.803134,http://m.stm.info/fr/horaires/arrets/57925/bus,0,,1
3200777,57926,Hyman / des Sources,45.490011,-73.803517,http://m.stm.info/fr/horaires/arrets/57926/bus,0,,1
3200782,57927,Sunshine / Sunnydale,45.494811,-73.801864,http://m.stm.info/fr/horaires/arrets/57927/bus,0,,1
3200783,57928,Sunnydale / Sunshine,45.494696,-73.802092,http://m.stm.info/fr/horaires/arrets/57928/bus,0,,1
3200795,57929,Sunshine / Cadman,45.496274,-73.799406,http://m.stm.info/fr/horaires/arrets/57929/bus,0,,1
3200801,57930,des Sources / de Salaberry,45.486763,-73.79928,http://m.stm.info/fr/horaires/arrets/57930/bus,0,,1
3200802,57931,de Salaberry / Norgrove,45.487875,-73.799089,http://m.stm.info/fr/horaires/arrets/57931/bus,0,,1
3200803,57932,des Sources / de Salaberry,45.487511,-73.80043,http://m.stm.info/fr/horaires/arrets/57932/bus,0,,1
3200805,57933,de Salaberry / Davignon,45.487788,-73.798706,http://m.stm.info/fr/horaires/arrets/57933/bus,0,,1
3200812,57934,Sunshine / de la Madeleine,45.497206,-73.79933,http://m.stm.info/fr/horaires/arrets/57934/bus,0,,1
3200820,57935,Brunswick / No 64,45.481647,-73.800289,http://m.stm.info/fr/horaires/arrets/57935/bus,0,,1
3200824,57936,Brunswick / Bovis,45.482116,-73.798177,http://m.stm.info/fr/horaires/arrets/57936/bus,0,,1
3200829,57937,Brunswick / No 64,45.481763,-73.800584,http://m.stm.info/fr/horaires/arrets/57937/bus,0,,1
3200832,57938,Brunswick / du Marché,45.482659,-73.797471,http://m.stm.info/fr/horaires/arrets/57938/bus,0,,1
3200842,57939,Sunshine / Forest,45.499023,-73.797344,http://m.stm.info/fr/horaires/arrets/57939/bus,0,,1
3200844,57940,Sunshine / Forest,45.498816,-73.797533,http://m.stm.info/fr/horaires/arrets/57940/bus,0,,1
3200850,57941,de Salaberry / Hôtel-de-Ville,45.482994,-73.808163,http://m.stm.info/fr/horaires/arrets/57941/bus,0,,1
3200851,57942,Davignon / de Salaberry,45.488189,-73.79753,http://m.stm.info/fr/horaires/arrets/57942/bus,0,,1
3200858,57943,Davignon / de Salaberry,45.487912,-73.797462,http://m.stm.info/fr/horaires/arrets/57943/bus,0,,1
3200862,57944,Brunswick / des Sources,45.483526,-73.795501,http://m.stm.info/fr/horaires/arrets/57944/bus,0,,1
3200863,57945,des Sources / Brunswick,45.483404,-73.796439,http://m.stm.info/fr/horaires/arrets/57945/bus,0,,1
3200865,57946,Brunswick / des Sources,45.483284,-73.795493,http://m.stm.info/fr/horaires/arrets/57946/bus,0,,1
3200866,57947,des Sources / Brunswick,45.483835,-73.79644,http://m.stm.info/fr/horaires/arrets/57947/bus,0,,1
