stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url,location_type,parent_station,wheelchair_boarding
1,10280,Station Henri-Bourassa,45.555277,-73.668172,http://www.stm.info/metro/M01.htm,0,1S,1
1S,10280,Station Henri-Bourassa,45.555277,-73.668172,http://www.stm.info/metro/M01.htm,1,,1
01-01,10280,Station Henri-Bourassa - Édicule rue Berri,45.554247,-73.668486,http://www.stm.info/metro/M01.htm,2,1S,2
01-03,10280,Station Henri-Bourassa - Édicule Nord,45.555607,-73.668225,http://www.stm.info/metro/M01.htm,2,1S,2
01-04,10280,Station Henri-Bourassa - Édicule Sud,45.556122,-73.667407,http://www.stm.info/metro/M01.htm,2,1S,1
01-05,10280,Station Henri-Bourassa - Édicule Terminus Henri-Bourassa,45.555733,-73.667284,http://www.stm.info/metro/M01.htm,2,1S,2
10,10262,Station Sherbrooke,45.51906,-73.569217,http://www.stm.info/metro/M10.htm,0,10S,2
10S,10262,Station Sherbrooke,45.51906,-73.569217,http://www.stm.info/metro/M10.htm,1,,2
10-01,10262,Station Sherbrooke - Édicule Berri Est,45.518901,-73.568524,http://www.stm.info/metro/M10.htm,2,10S,2
10-02,10262,Station Sherbrooke - Édicule Berri Ouest,45.518334,-73.568208,http://www.stm.info/metro/M10.htm,2,10S,2
11,10146,Station Berri-UQAM,45.515116,-73.560726,http://www.stm.info/metro/M11.htm,0,11S,1
11S,10146,Station Berri-UQAM,45.515116,-73.560726,http://www.stm.info/metro/M11.htm,1,,1
11-01,10146,Station Berri-UQAM - Édicule Sainte-Catherine,45.514851,-73.559654,http://www.stm.info/metro/M11.htm,2,11S,2
11-02,10146,Station Berri-UQAM - Édicule St-Denis,45.514207,-73.561853,http://www.stm.info/metro/M11.htm,2,11S,1
11-03,10146,Station Berri-UQAM - Édicule Berri,45.51498,-73.560861,http://www.stm.info/metro/M11.htm,2,11S,2
11-04,10146,Station Berri-UQAM - Édicule Place-Dupuis,45.51652,-73.55977,http://www.stm.info/metro/M11.htm,2,11S,2
11-05,10146,Station Berri-UQAM - Édicule Gare d'autocars de Montréal,45.515736,-73.561645,http://www.stm.info/metro/M11.htm,2,11S,2
12,10258,Station Champ-de-Mars,45.510047,-73.556596,http://www.stm.info/metro/M12.htm,0,12S,1
12S,10258,Station Champ-de-Mars,45.510047,-73.556596,http://www.stm.info/metro/M12.htm,1,,1
12-01,10258,Station Champ-de-Mars - Édicule Nord,45.510192,-73.556331,http://www.stm.info/metro/M12.htm,2,12S,1
12-02,10258,Station Champ-de-Mars - Édicule St-Antoine,45.50965,-73.554775,http://www.stm.info/metro/M12.htm,2,12S,2
13,10256,Station Place-d'Armes,45.506348,-73.559548,http://www.stm.info/metro/M13.htm,0,13S,1
13S,10256,Station Place-d'Armes,45.506348,-73.559548,http://www.stm.info/metro/M13.htm,1,,1
13-01,10256,Station Place-d'Armes - Édicule St-Urbain,45.506165,-73.559729,http://www.stm.info/metro/M13.htm,2,13S,2
13-02,10256,Station Place-d'Armes - Édicule Viger,45.505936,-73.560984,http://www.stm.info/metro/M13.htm,2,13S,2
14,10254,Station Square-Victoria–OACI,45.501937,-73.563118,http://www.stm.info/metro/M14.htm,0,14S,2
14S,10254,Station Square-Victoria–OACI,45.501937,-73.563118,http://www.stm.info/metro/M14.htm,1,,2
14-01,10254,Station Square-Victoria-OACI - Édicule Viger,45.501498,-73.563703,http://www.stm.info/metro/M14.htm,2,14S,2
14-02,10254,Station Square-Victoria-OACI - Édicule St-Antoine,45.50172,-73.562088,http://www.stm.info/metro/M14.htm,2,14S,2
14-03,10254,Station Square-Victoria-OACI - Édicule St-Jacques,45.501194,-73.560755,http://www.stm.info/metro/M14.htm,2,14S,2
14-04,10254,Station Square-Victoria-OACI - Édicule Côte-du-Beaver-Hall,45.501559,-73.562609,http://www.stm.info/metro/M14.htm,2,14S,2
14-05,10254,Station Square-Victoria-OACI - Édicule Belmont,45.502357,-73.565113,http://www.stm.info/metro/M14.htm,2,14S,2
15,10252,Station Bonaventure,45.498086,-73.567235,http://www.stm.info/metro/M15.htm,0,15S,2
15S,10252,Station Bonaventure,45.498086,-73.567235,http://www.stm.info/metro/M15.htm,1,,2
15-01,10252,Station Bonaventure - Édicule Peel,45.497315,-73.56901,http://www.stm.info/metro/M15.htm,2,15S,2
15-02,10252,Station Bonaventure - Édicule De la Cathédrale,45.498069,-73.566947,http://www.stm.info/metro/M15.htm,2,15S,2
16,10250,Station Lucien-L'Allier,45.494745,-73.571074,http://www.stm.info/metro/M16.htm,0,16S,2
16S,10250,Station Lucien-L'Allier,45.494745,-73.571074,http://www.stm.info/metro/M16.htm,1,,2
16-01,10250,Station Lucien-L'Allier,45.494912,-73.57109,http://www.stm.info/metro/M16.htm,2,16S,2
17,10248,Station Georges-Vanier,45.488897,-73.576852,http://www.stm.info/metro/M17.htm,0,17S,2
17S,10248,Station Georges-Vanier,45.488897,-73.576852,http://www.stm.info/metro/M17.htm,1,,2
17-01,10248,Station Georges-Vanier,45.488953,-73.576446,http://www.stm.info/metro/M17.htm,2,17S,2
18,10170,Station Honoré-Beaugrand,45.596572,-73.535376,http://www.stm.info/metro/M18.htm,0,18S,2
18S,10170,Station Honoré-Beaugrand,45.596572,-73.535376,http://www.stm.info/metro/M18.htm,1,,2
18-01,10170,Station Honoré-Beaugrand - Édicule Sherbrooke Sud,45.596593,-73.53463,http://www.stm.info/metro/M18.htm,2,18S,2
18-02,10170,Station Honoré-Beaugrand - Édicule Sherbrooke Nord,45.596868,-73.535039,http://www.stm.info/metro/M18.htm,2,18S,2
18-03,10170,Station Honoré-Beaugrand - Édicule Honoré-Beaugrand Nord,45.596957,-73.536332,http://www.stm.info/metro/M18.htm,2,18S,2
19,10168,Station Radisson,45.589431,-73.539269,http://www.stm.info/metro/M19.htm,0,19S,2
19S,10168,Station Radisson,45.589431,-73.539269,http://www.stm.info/metro/M19.htm,1,,2
19-01,10168,Station Radisson - Édicule Sherbrooke Nord,45.589306,-73.539571,http://www.stm.info/metro/M19.htm,2,19S,2
19-02,10168,Station Radisson - Édicule Sherbrooke Sud,45.589582,-73.538919,http://www.stm.info/metro/M19.htm,2,19S,2
19-03,10168,Station Radisson - Édicule Terminus Radisson,45.589696,-73.539892,http://www.stm.info/metro/M19.htm,2,19S,2
2,10278,Station Sauvé,45.550757,-73.656017,http://www.stm.info/metro/M02.htm,0,2S,2
2S,10278,Station Sauvé,45.550757,-73.656017,http://www.stm.info/metro/M02.htm,1,,2
02-01,10278,Station Sauvé - Édicule Nord,45.550713,-73.656464,http://www.stm.info/metro/M02.htm,2,2S,2
02-02,10278,Station Sauvé - Édicule Sud,45.55064,-73.655907,http://www.stm.info/metro/M02.htm,2,2S,2
20,10166,Station Langelier,45.582736,-73.543133,http://www.stm.info/metro/M20.htm,0,20S,2
20S,10166,Station Langelier,45.582736,-73.543133,http://www.stm.info/metro/M20.htm,1,,2
20-01,10166,Station Langelier - Édicule Sherbrooke Sud,45.582858,-73.542776,http://www.stm.info/metro/M20.htm,2,20S,2
20-02,10166,Station Langelier - Édicule Langelier Ouest,45.582478,-73.542941,http://www.stm.info/metro/M20.htm,2,20S,2
20-03,10166,Station Langelier - Édicule Sherbrooke Nord,45.582613,-73.54351,http://www.stm.info/metro/M20.htm,2,20S,2
21,10164,Station Cadillac,45.576843,-73.54671,http://www.stm.info/metro/M21.htm,0,21S,2
21S,10164,Station Cadillac,45.576843,-73.54671,http://www.stm.info/metro/M21.htm,1,,2
21-01,10164,Station Cadillac - Édicule Sherbrooke Sud,45.577005,-73.54636,http://www.stm.info/metro/M21.htm,2,21S,2
21-02,10164,Station Cadillac - Édicule Sherbrooke Nord,45.576844,-73.546964,http://www.stm.info/metro/M21.htm,2,21S,2
22,10162,Station Assomption,45.569285,-73.547336,http://www.stm.info/metro/M22.htm,0,22S,2
22S,10162,Station Assomption,45.569285,-73.547336,http://www.stm.info/metro/M22.htm,1,,2
22-01,10162,Station Assomption,45.569229,-73.546797,http://www.stm.info/metro/M22.htm,2,22S,2
23,10160,Station Viau,45.560687,-73.54753,http://www.stm.info/metro/M23.htm,0,23S,2
23S,10160,Station Viau,45.560687,-73.54753,http://www.stm.info/metro/M23.htm,1,,2
23-01,10160,Station Viau,45.560986,-73.547166,http://www.stm.info/metro/M23.htm,2,23S,2
24,10158,Station Pie-IX,45.553688,-73.551757,http://www.stm.info/metro/M24.htm,0,24S,2
24S,10158,Station Pie-IX,45.553688,-73.551757,http://www.stm.info/metro/M24.htm,1,,2
24-01,10158,Station Pie-IX - Édicule Est,45.55392,-73.551831,http://www.stm.info/metro/M24.htm,2,24S,2
24-02,10158,Station Pie-IX - Édicule Ouest,45.553578,-73.551963,http://www.stm.info/metro/M24.htm,2,24S,2
25,10156,Station Joliette,45.546832,-73.551391,http://www.stm.info/metro/M25.htm,0,25S,2
25S,10156,Station Joliette,45.546832,-73.551391,http://www.stm.info/metro/M25.htm,1,,2
25-01,10156,Station Joliette - Édicule Hochelaga Nord,45.54698,-73.55151,http://www.stm.info/metro/M25.htm,2,25S,2
25-02,10156,Station Joliette - Édicule Hochelaga Sud,45.546996,-73.551162,http://www.stm.info/metro/M25.htm,2,25S,2
26,10154,Station Préfontaine,45.541717,-73.554192,http://www.stm.info/metro/M26.htm,0,26S,2
26S,10154,Station Préfontaine,45.541717,-73.554192,http://www.stm.info/metro/M26.htm,1,,2
26-01,10154,Station Préfontaine - Édicule Hochelaga Sud,45.541524,-73.554453,http://www.stm.info/metro/M26.htm,2,26S,2
26-02,10154,Station Préfontaine - Édicule Hochelaga Nord,45.541641,-73.55479,http://www.stm.info/metro/M26.htm,2,26S,2
27,10152,Station Frontenac,45.533504,-73.552196,http://www.stm.info/metro/M27.htm,0,27S,2
27S,10152,Station Frontenac,45.533504,-73.552196,http://www.stm.info/metro/M27.htm,1,,2
27-01,10152,Station Frontenac,45.533131,-73.552138,http://www.stm.info/metro/M27.htm,2,27S,2
28,10150,Station Papineau,45.523988,-73.552703,http://www.stm.info/metro/M28.htm,0,28S,2
28S,10150,Station Papineau,45.523988,-73.552703,http://www.stm.info/metro/M28.htm,1,,2
28-01,10150,Station Papineau,45.523708,-73.552068,http://www.stm.info/metro/M28.htm,2,28S,2
29,10148,Station Beaudry,45.518831,-73.555837,http://www.stm.info/metro/M29.htm,0,29S,2
29S,10148,Station Beaudry,45.518831,-73.555837,http://www.stm.info/metro/M29.htm,1,,2
29-01,10148,Station Beaudry,45.518977,-73.55585,http://www.stm.info/metro/M29.htm,2,29S,2
3,10276,Station Crémazie,45.546082,-73.639052,http://www.stm.info/metro/M03.htm,0,3S,2
3S,10276,Station Crémazie,45.546082,-73.639052,http://www.stm.info/metro/M03.htm,1,,2
03-01,10276,Station Crémazie - Édicule Crémazie Sud,45.545715,-73.638037,http://www.stm.info/metro/M03.htm,2,3S,2
03-02,10276,Station Crémazie - Édicule Terminus Crémazie,45.546186,-73.639303,http://www.stm.info/metro/M03.htm,2,3S,2
03-03,10276,Station Crémazie - Édicule Crémazie Nord,45.545968,-73.638776,http://www.stm.info/metro/M03.htm,2,3S,2
30,10144,Station Saint-Laurent,45.511033,-73.564899,http://www.stm.info/metro/M30.htm,0,30S,2
30S,10144,Station Saint-Laurent,45.511033,-73.564899,http://www.stm.info/metro/M30.htm,1,,2
30-01,10144,Station Saint-Laurent,45.510835,-73.564915,http://www.stm.info/metro/M30.htm,2,30S,2
31,10142,Station Place-des-Arts,45.50822,-73.568433,http://www.stm.info/metro/M31.htm,0,31S,2
31S,10142,Station Place-des-Arts,45.50822,-73.568433,http://www.stm.info/metro/M31.htm,1,,2
31-01,10142,Station Place-des-Arts - Édicule Jeanne-Mance,45.508211,-73.568122,http://www.stm.info/metro/M31.htm,2,31S,2
31-02,10142,Station Place-des-Arts - Édicule De Bleury Nord,45.507254,-73.569391,http://www.stm.info/metro/M31.htm,2,31S,2
31-03,10142,Station Place-des-Arts - Édicule De Bleury Sud,45.507028,-73.568701,http://www.stm.info/metro/M31.htm,2,31S,2
31-04,10142,Station Place-des-Arts - Édicule UQAM,45.509251,-73.568071,http://www.stm.info/metro/M31.htm,2,31S,2
32,10140,Station McGill,45.504064,-73.571586,http://www.stm.info/metro/M32.htm,0,32S,2
32S,10140,Station McGill,45.504064,-73.571586,http://www.stm.info/metro/M32.htm,1,,2
32-01,10140,Station McGill - Édicule Tour KPMG,45.504117,-73.57131,http://www.stm.info/metro/M32.htm,2,32S,2
32-02,10140,Station McGill - Édicule Union,45.504802,-73.571143,http://www.stm.info/metro/M32.htm,2,32S,2
32-03,10140,Station McGill - Édicule Sainte-Catherine,45.504705,-73.570872,http://www.stm.info/metro/M32.htm,2,32S,2
32-04,10140,Station McGill - Édicule University,45.504393,-73.572132,http://www.stm.info/metro/M32.htm,2,32S,2
32-06,10140,Station McGill - Édicule De Maisonneuve,45.50345,-73.572045,http://www.stm.info/metro/M32.htm,2,32S,2
32-07,10140,Station McGill - Édicule McGill College,45.50346,-73.572359,http://www.stm.info/metro/M32.htm,2,32S,2
33,10138,Station Peel,45.500879,-73.574715,http://www.stm.info/metro/M33.htm,0,33S,2
33S,10138,Station Peel,45.500879,-73.574715,http://www.stm.info/metro/M33.htm,1,,2
33-01,10138,Station Peel - Édicule Ouest,45.50089,-73.574971,http://www.stm.info/metro/M33.htm,2,33S,2
33-02,10138,Station Peel - Édicule Metcalfe,45.501543,-73.574218,http://www.stm.info/metro/M33.htm,2,33S,2
33-03,10138,Station Peel - Édicule Est,45.501028,-73.574305,http://www.stm.info/metro/M33.htm,2,33S,2
33-04,10138,Station Peel - Édicule Stanley,45.499937,-73.574713,http://www.stm.info/metro/M33.htm,2,33S,2
34,10136,Station Guy-Concordia,45.49557,-73.57931,http://www.stm.info/metro/M34.htm,0,34S,2
34S,10136,Station Guy-Concordia,45.49557,-73.57931,http://www.stm.info/metro/M34.htm,1,,2
34-01,10136,Station Guy-Concordia - Édicule Guy,45.495678,-73.579056,http://www.stm.info/metro/M34.htm,2,34S,2
34-02,10136,Station Guy-Concordia - Édicule St-Mathieu,45.494521,-73.580755,http://www.stm.info/metro/M34.htm,2,34S,2
35,10134,Station Atwater,45.490068,-73.585812,http://www.stm.info/metro/M35.htm,0,35S,2
35S,10134,Station Atwater,45.490068,-73.585812,http://www.stm.info/metro/M35.htm,1,,2
35-01,10134,Station Atwater - Édicule De Maisonneuve,45.48977,-73.58629,http://www.stm.info/metro/M35.htm,2,35S,2
35-02,10134,Station Atwater - Édicule Sainte-Catherine,45.489345,-73.584202,http://www.stm.info/metro/M35.htm,2,35S,2
36,10132,Station Lionel-Groulx,45.482509,-73.58018,http://www.stm.info/metro/M36.htm,0,36S,1
36S,10132,Station Lionel-Groulx,45.482509,-73.58018,http://www.stm.info/metro/M36.htm,1,,1
36-01,10132,Station Lionel-Groulx,45.482878,-73.579601,http://www.stm.info/metro/M36.htm,2,36S,1
37,10130,Station Charlevoix,45.478465,-73.569336,http://www.stm.info/metro/M37.htm,0,37S,2
37S,10130,Station Charlevoix,45.478465,-73.569336,http://www.stm.info/metro/M37.htm,1,,2
37-01,10130,Station Charlevoix,45.478318,-73.569349,http://www.stm.info/metro/M37.htm,2,37S,2
38,10128,Station LaSalle,45.471063,-73.566267,http://www.stm.info/metro/M38.htm,0,38S,2
38S,10128,Station LaSalle,45.471063,-73.566267,http://www.stm.info/metro/M38.htm,1,,2
38-01,10128,Station LaSalle,45.470736,-73.566135,http://www.stm.info/metro/M38.htm,2,38S,2
39,10126,Station De l'Église,45.461894,-73.567074,http://www.stm.info/metro/M39.htm,0,39S,2
39S,10126,Station De l'Église,45.461894,-73.567074,http://www.stm.info/metro/M39.htm,1,,2
39-01,10126,Station De l'Église - Édicule Wellington,45.461818,-73.567216,http://www.stm.info/metro/M39.htm,2,39S,2
39-02,10126,Station De l'Église,45.462823,-73.565795,http://www.stm.info/metro/M39.htm,2,39S,2
4,10274,Station Jarry,45.543191,-73.628765,http://www.stm.info/metro/M04.htm,0,4S,2
4S,10274,Station Jarry,45.543191,-73.628765,http://www.stm.info/metro/M04.htm,1,,2
04-01,10274,Station Jarry,45.543421,-73.628529,http://www.stm.info/metro/M04.htm,2,4S,2
40,10124,Station Verdun,45.459441,-73.572021,http://www.stm.info/metro/M40.htm,0,40S,2
40S,10124,Station Verdun,45.459441,-73.572021,http://www.stm.info/metro/M40.htm,1,,2
40-01,10124,Station Verdun - Édicule Nord,45.459222,-73.571833,http://www.stm.info/metro/M40.htm,2,40S,2
40-02,10124,Station Verdun - Édicule Sud,45.459163,-73.571521,http://www.stm.info/metro/M40.htm,2,40S,2
41,10122,Station Jolicoeur,45.45701,-73.581691,http://www.stm.info/metro/M41.htm,0,41S,2
41S,10122,Station Jolicoeur,45.45701,-73.581691,http://www.stm.info/metro/M41.htm,1,,2
41-01,10122,Station Jolicoeur,45.456787,-73.582115,http://www.stm.info/metro/M41.htm,2,41S,2
42,10120,Station Monk,45.451158,-73.593242,http://www.stm.info/metro/M42.htm,0,42S,2
42S,10120,Station Monk,45.451158,-73.593242,http://www.stm.info/metro/M42.htm,1,,2
42-01,10120,Station Monk - Édicule Nord,45.451307,-73.593128,http://www.stm.info/metro/M42.htm,2,42S,2
42-02,10120,Station Monk - Édicule Sud,45.451007,-73.59338,http://www.stm.info/metro/M42.htm,2,42S,2
43,10118,Station Angrignon,45.446466,-73.603118,http://www.stm.info/metro/M43.htm,0,43S,2
43S,10118,Station Angrignon,45.446466,-73.603118,http://www.stm.info/metro/M43.htm,1,,2
43-01,10118,Station Angrignon,45.446319,-73.603835,http://www.stm.info/metro/M43.htm,2,43S,2
44,10454,Station Longueuil–Université-de-Sherbrooke,45.52489,-73.522098,http://www.stm.info/metro/M44.htm,0,44S,2
44S,10454,Station Longueuil–Université-de-Sherbrooke,45.52489,-73.522098,http://www.stm.info/metro/M44.htm,1,,2
44-01,10454,Station Longueuil–U.-de-Sherbrooke - Édicule Longueuil-U-de-S,45.525191,-73.521961,http://www.stm.info/metro/M44.htm,2,44S,2
44-02,10454,Station Longueuil–U.-de-Sherbrooke - Édicule Terminus Longueuil,45.524631,-73.521989,http://www.stm.info/metro/M44.htm,2,44S,2
44-03,10454,Station Longueuil–U.-de-Sherbrooke - Édicule De Sérigny,45.524711,-73.522632,http://www.stm.info/metro/M44.htm,2,44S,2
45,10452,Station Jean-Drapeau,45.512429,-73.533127,http://www.stm.info/metro/M45.htm,0,45S,2
45S,10452,Station Jean-Drapeau,45.512429,-73.533127,http://www.stm.info/metro/M45.htm,1,,2
45-01,10452,Station Jean-Drapeau,45.512289,-73.533371,http://www.stm.info/metro/M45.htm,2,45S,2
46,10244,Station Place-Saint-Henri,45.47732,-73.586629,http://www.stm.info/metro/M46.htm,0,46S,2
46S,10244,Station Place-Saint-Henri,45.47732,-73.586629,http://www.stm.info/metro/M46.htm,1,,2
46-01,10244,Station Place-Saint-Henri - Édicule St-Ferdinand,45.477199,-73.586634,http://www.stm.info/metro/M46.htm,2,46S,2
46-02,10244,Station Place-Saint-Henri - Édicule St-Jacques Sud,45.477533,-73.58571,http://www.stm.info/metro/M46.htm,2,46S,2
46-03,10244,Station Place-Saint-Henri - Édicule St-Jacques Nord,45.477566,-73.586247,http://www.stm.info/metro/M46.htm,2,46S,2
47,10242,Station Vendôme,45.474101,-73.603706,http://www.stm.info/metro/M47.htm,0,47S,2
47S,10242,Station Vendôme,45.474101,-73.603706,http://www.stm.info/metro/M47.htm,1,,2
47-01,10242,Station Vendôme,45.473912,-73.604117,http://www.stm.info/metro/M47.htm,2,47S,2
48,10238,Station Villa-Maria,45.479709,-73.619821,http://www.stm.info/metro/M48.htm,0,48S,2
48S,10238,Station Villa-Maria,45.479709,-73.619821,http://www.stm.info/metro/M48.htm,1,,2
48-01,10238,Station Villa-Maria,45.479501,-73.619884,http://www.stm.info/metro/M48.htm,2,48S,2
49,10236,Station Snowdon,45.485562,-73.627547,http://www.stm.info/metro/M49.htm,0,49S,1
49S,10236,Station Snowdon,45.485562,-73.627547,http://www.stm.info/metro/M49.htm,1,,1
49-01,10236,Station Snowdon,45.485405,-73.627939,http://www.stm.info/metro/M49.htm,2,49S,1
5,10272,Station Jean-Talon,45.539097,-73.613885,http://www.stm.info/metro/M05.htm,0,5S,1
5S,10272,Station Jean-Talon,45.539097,-73.613885,http://www.stm.info/metro/M05.htm,1,,1
05-01,10272,Station Jean-Talon - Édicule Sud,45.5387,-73.61391,http://www.stm.info/metro/M05.htm,2,5S,1
05-02,10272,Station Jean-Talon - Édicule Plaza St-Hubert,45.540261,-73.613168,http://www.stm.info/metro/M05.htm,2,5S,2
05-03,10272,Station Jean-Talon - Édicule Tour Jean-Talon,45.539382,-73.613439,http://www.stm.info/metro/M05.htm,2,5S,2
05-04,10272,Station Jean-Talon - Édicule Nord,45.538678,-73.614316,http://www.stm.info/metro/M05.htm,2,5S,2
50,10234,Station Côte-Sainte-Catherine,45.492356,-73.6331,http://www.stm.info/metro/M50.htm,0,50S,2
50S,10234,Station Côte-Sainte-Catherine,45.492356,-73.6331,http://www.stm.info/metro/M50.htm,1,,2
50-01,10234,Station Côte Sainte-Catherine,45.492385,-73.632837,http://www.stm.info/metro/M50.htm,2,50S,2
51,10232,Station Plamondon,45.494644,-73.63826,http://www.stm.info/metro/M51.htm,0,51S,2
51S,10232,Station Plamondon,45.494644,-73.63826,http://www.stm.info/metro/M51.htm,1,,2
51-01,10232,Station Plamondon,45.495412,-73.640883,http://www.stm.info/metro/M51.htm,2,51S,2
51-02,10232,Station Plamondon - Édicule Van Horne,45.494344,-73.637885,http://www.stm.info/metro/M51.htm,2,51S,2
52,10230,Station Namur,45.494643,-73.652828,http://www.stm.info/metro/M52.htm,0,52S,2
52S,10230,Station Namur,45.494643,-73.652828,http://www.stm.info/metro/M52.htm,1,,2
52-01,10230,Station Namur,45.49497,-73.653108,http://www.stm.info/metro/M52.htm,2,52S,2
53,10228,Station De la Savane,45.500051,-73.661538,http://www.stm.info/metro/M53.htm,0,53S,2
53S,10228,Station De la Savane,45.500051,-73.661538,http://www.stm.info/metro/M53.htm,1,,2
53-01,10228,Station De la Savane,45.50034,-73.661793,http://www.stm.info/metro/M53.htm,2,53S,2
54,10224,Station Du Collège,45.509258,-73.674796,http://www.stm.info/metro/M54.htm,0,54S,2
54S,10224,Station Du Collège,45.509258,-73.674796,http://www.stm.info/metro/M54.htm,1,,2
54-01,10224,Station Du Collège - Édicule Cartier,45.508851,-73.672546,http://www.stm.info/metro/M54.htm,2,54S,2
54-02,10224,Station Du Collège,45.509446,-73.674781,http://www.stm.info/metro/M54.htm,2,54S,2
55,10534,Station Côte-des-Neiges,45.496846,-73.623386,http://www.stm.info/metro/M55.htm,0,55S,2
55S,10534,Station Côte-des-Neiges,45.496846,-73.623386,http://www.stm.info/metro/M55.htm,1,,2
55-01,10534,Station Côte-des-Neiges - Édicule Ouest,45.496306,-73.622534,http://www.stm.info/metro/M55.htm,2,55S,2
55-02,10534,Station Côte-des-Neiges - Édicule Est,45.49676,-73.622937,http://www.stm.info/metro/M55.htm,2,55S,2
56,10536,Station Université-de-Montréal,45.503188,-73.617699,http://www.stm.info/metro/M56.htm,0,56S,2
56S,10536,Station Université-de-Montréal,45.503188,-73.617699,http://www.stm.info/metro/M56.htm,1,,2
56-01,10536,Station Université-de-Montréal - Édicule Louis-Colin,45.502757,-73.618298,http://www.stm.info/metro/M56.htm,2,56S,2
56-02,10536,Station Université-de-Montréal - Édicule Édouard-Montpetit,45.503382,-73.617767,http://www.stm.info/metro/M56.htm,2,56S,2
56-03,10536,Station Université-de-Montréal,45.503582,-73.617256,http://www.stm.info/metro/M56.htm,2,56S,2
57,10538,Station Édouard-Montpetit,45.50992,-73.612858,http://www.stm.info/metro/M57.htm,0,57S,2
57S,10538,Station Édouard-Montpetit,45.50992,-73.612858,http://www.stm.info/metro/M57.htm,1,,2
57-01,10538,Station Edouard-Montpetit - Édicule Pavillon Marie-Victorin,45.510342,-73.612296,http://www.stm.info/metro/M57.htm,2,57S,2
57-02,10538,Station Edouard-Montpetit - Édicule Vincent-D'Indy,45.510155,-73.612554,http://www.stm.info/metro/M57.htm,2,57S,2
57-03,10538,Station Edouard-Montpetit - Édicule boul. Édouard-Montpetit,45.50964,-73.612785,http://www.stm.info/metro/M57.htm,2,57S,2
58,10540,Station Outremont,45.52037,-73.614976,http://www.stm.info/metro/M58.htm,0,58S,2
58S,10540,Station Outremont,45.52037,-73.614976,http://www.stm.info/metro/M58.htm,1,,2
58-01,10540,Station Outremont,45.520103,-73.615099,http://www.stm.info/metro/M58.htm,2,58S,2
59,10542,Station Acadie,45.523458,-73.623257,http://www.stm.info/metro/M59.htm,0,59S,2
59S,10542,Station Acadie,45.523458,-73.623257,http://www.stm.info/metro/M59.htm,1,,2
59-01,10542,Station Acadie - Édicule Beaumont,45.523679,-73.623194,http://www.stm.info/metro/M59.htm,2,59S,2
59-02,10542,Station Acadie,45.523391,-73.623494,http://www.stm.info/metro/M59.htm,2,59S,2
6,10270,Station Beaubien,45.535354,-73.604688,http://www.stm.info/metro/M06.htm,0,6S,2
6S,10270,Station Beaubien,45.535354,-73.604688,http://www.stm.info/metro/M06.htm,1,,2
06-01,10270,Station Beaubien,45.535584,-73.604507,http://www.stm.info/metro/M06.htm,2,6S,2
60,10544,Station Parc,45.530177,-73.624559,http://www.stm.info/metro/M60.htm,0,60S,2
60S,10544,Station Parc,45.530177,-73.624559,http://www.stm.info/metro/M60.htm,1,,2
60-01,10544,Station Parc,45.530223,-73.623932,http://www.stm.info/metro/M60.htm,2,60S,2
61,10546,Station De Castelnau,45.535437,-73.619873,http://www.stm.info/metro/M61.htm,0,61S,2
61S,10546,Station De Castelnau,45.535437,-73.619873,http://www.stm.info/metro/M61.htm,1,,2
61-01,10546,Station De Castelnau - Édicule St-Laurent Est,45.53561,-73.619912,http://www.stm.info/metro/M61.htm,2,61S,2
61-02,10546,Station De Castelnau - Édicule St-Laurent Ouest,45.535217,-73.62,http://www.stm.info/metro/M61.htm,2,61S,2
62,10552,Station Fabre,45.546753,-73.608106,http://www.stm.info/metro/M62.htm,0,62S,2
62S,10552,Station Fabre,45.546753,-73.608106,http://www.stm.info/metro/M62.htm,1,,2
62-01,10552,Station Fabre - Édicule Papineau,45.547864,-73.607356,http://www.stm.info/metro/M62.htm,2,62S,2
62-02,10552,Station Fabre,45.546469,-73.608221,http://www.stm.info/metro/M62.htm,2,62S,2
63,10554,Station D'Iberville,45.553618,-73.601988,http://www.stm.info/metro/M63.htm,0,63S,2
63S,10554,Station D'Iberville,45.553618,-73.601988,http://www.stm.info/metro/M63.htm,1,,2
63-01,10554,Station D'Iberville - Édicule Iberville,45.55377,-73.602081,http://www.stm.info/metro/M63.htm,2,63S,2
63-02,10554,Station D'Iberville - Édicule Louis-Hébert,45.552635,-73.602713,http://www.stm.info/metro/M63.htm,2,63S,2
64,10556,Station Saint-Michel,45.55956,-73.600002,http://www.stm.info/metro/M64.htm,0,64S,2
64S,10556,Station Saint-Michel,45.55956,-73.600002,http://www.stm.info/metro/M64.htm,1,,2
64-01,10556,Station Saint-Michel - Édicule Est,45.559694,-73.599833,http://www.stm.info/metro/M64.htm,2,64S,2
64-02,10556,Station Saint-Michel - Édicule Ouest,45.559284,-73.599876,http://www.stm.info/metro/M64.htm,2,64S,2
65,10222,Station Côte-Vertu,45.514237,-73.682757,http://www.stm.info/metro/M65.htm,0,65S,1
65S,10222,Station Côte-Vertu,45.514237,-73.682757,http://www.stm.info/metro/M65.htm,1,,1
65-01,10222,Station Côte-Vertu - Édicule Mac Donald,45.513505,-73.68251,http://www.stm.info/metro/M65.htm,2,65S,2
65-02,10222,Station Côte-Vertu - Édicule Sud,45.513853,-73.682969,http://www.stm.info/metro/M65.htm,2,65S,2
